Event Name,Start,End,Location,Description,Organizer,Event URL,City
We Move in Color,"October 07, 2023, 07:00 PM","October 07, 2023, 09:30 PM","543 Columbia Road, Boston, MA 02125","We Move in Color (WMIC) is a musical revue that seeks to capture the African American narrative through music, poetry, dance, and visual art.  The revue features the visual art of world renowned painter Paul Goodnight, the award-winning photography of Lou Jones.  The revue’s soundtrack is produced by GRAMMY award winner Gen Rubin. It features recording artist Anita Faye and the poetic voice of writer Robby Thomas. The revue which recently performed at the John F Kennedy Center is brought to life by Emmy award winner, performer and story designer Wyatt Jackson.  ",https://www.eventbrite.com/o/we-move-in-color-manager-51214931433,https://www.eventbrite.com/e/we-move-in-color-tickets-674459886677,Boston
"Water is Life, Life is Water-Bharatanatyam Dance & Discussion","September 26, 2023, 06:00 PM","September 26, 2023, 07:30 PM","66 Front Street, Ashland, MA 01721","L﻿et's celebrate Climate Week with this important conversation around water conservation! NATyA Dance Collective presents an original suite of Indian classical and folk dances that explore and interpret how water pervades our bodies, our everyday lives and our environment. The dances invite the audience to embody water with gesture and movement, and to reflect on traditions of the past and present that have protected our water supply and healed our collective sorrows. All ages welcome.NATyA Dance CollectiveWe are a group of rigorously trained dancers with extensive performance experience who meet to co-produce new work together. Originating in Open Studio sessions that have been ongoing since 2015, NATyA Dance Collective now works over the course of a full year to produce a Spring show that inspires our heart and bodies, and takes conceptual and choreographic risks. In 2018, we premiered Trishul: Dancing Trident in Cambridge and Natick, and were featured at the Cambridge River Festival's Interactive Dance Stage. In 2019, we premiered Samsara: Dancing the Everyday in Cambridge. Registration is Requested, Walk-ins are WelcomeThis program funded by a generous grant from the Ashland Cultural Council and is sponsored by the Friends of the Ashland Public Library.Sign Up for the Library's Newsletter!",https://www.eventbrite.com/o/ashland-public-library-39427643983,https://www.eventbrite.com/e/water-is-life-life-is-water-bharatanatyam-dance-discussion-tickets-687422377837,Boston
The Women's Convention 2023,"October 20, 2023, 03:00 PM","October 22, 2023, 01:00 PM","400 West Wisconsin Avenue, Milwaukee, WI 53203","We’re at an inflection point in our country. What we do in the next five years will impact the next five decades. If we are going to protect our personal rights, our communities, and democracy itself, we need to build the biggest movement possible. We need to consolidate women and allies around shared values, experience, and culture to build a nation that works for all of us. The 2023 Women’s Convention will provide a space for you to rejuvenate and find connection and support. Whether you are brand new to social change work or a veteran activist, this space is built for you.  You will gain tools, make connections, and experience the feminist future we want to live in. While Women’s March is a key vehicle for the new power of everyday women, our Women’s Convention connects you to the network of the movement and equips you with the skills, training, and opportunities you’ll need to become change agents in your own communities.  Learn more: www.thewomensconvention.com FAQsWhat is the Women's Convention?The Women’s Convention is a weekend of workshops, strategy sessions, inspiring forums, creative expression, and intersectional movement building. It will be a place where cause, community, and creativity intersect. We will provide a space where people can meet, share common interests, and engage on issues of civic engagement, accelerated by pop culture. We will engage activists by melding traditional organizing programming with non-traditional programming, including salons, art spaces, screenings, social programming, and women’s workforce development. This convention will leverage the power of culture shift through skilling up and storytelling to create an empowered space of feminist momentum. This event will mobilize and unite movements for gender justice, racial justice, LGBTQ rights, and environmental justice and bring thousands of participants to combine activism and creative expression among everyday people. When and where is it? The Women’s Convention will run from Friday, October 20, to Sunday, October 22, 2023. The location is the Baird Center in Milwaukee, WI. Visit  www.thewomensconvention.com  to learn more about transportation, lodging, and to find our feminist guide to visiting Milwaukee.How much does it cost?General admission is $350 per person—an amount that covers the full cost of entrance to the Women's Convention. If your employer is paying for your registration, we ask that you please register at the institutional level, $555 per person. We also offer a number of other registration levels for movement partners, essential workers, students, youth, seniors, and anyone else for whom the full registration cost would represent a hardship. Below is an overview of ticketing options:Early to the Party Diva: $300, Limited amount of early bird tickets are available until August 31 11:30PM CT. Saves $50 off the general admissions ticket. Early to the Party Sisterhood Special: $550+, Allows you to buy two or more tickets, each discounted to $275, with a minimum 2 ticket purchase ($550). There are a limited amount of these tickets available until August 31 11:30PM CT. Feminist Force: $350, General Admissions, Will be available starting on September 1.Feminist Force Sisterhood Special: $650+, Allows you to buy two or more tickets, each discounted to $325, with a minimum 2 ticket purchase ($650). Saves $25 off the general admissions ticket. These tickets will be available starting on September 1.Home Grown Feminist: $125, Available to movement community, youth & students, seniors, and individuals with fixed incomes.Essential Workers: $150, Available to those who work tirelessly to keep our communities safe, healthy, and functioning)Solidarity Registration: $475, General admission into the Women's Convention, and covers the costs for an additional ticket for a scholarship recipient.Institutional Registration: $555, if your employer is paying for your registration, and they are able, please register at this level.Are children permitted?Children are permitted to attend. This would not be a feminist event without a baby (or 20) in the mix! Children age 11 and younger can attend the Women’s Convention free of charge. Youth ages 12 and up can attend for the discounted fee of $125 (Home Grown Feminist Ticket). Private areas for nursing parents will be provided, although parents who are pumping should bring their own coolers. Please note that all minors must be accompanied by an adult at all times unless enrolled in dedicated youth programming. More information will be available this summer.Are scholarships available?The Women's Convention strives to be accessible to women and allies regardless of economic barriers. We wish we could make the event less for everyone, but the prices we are offering are necessary to cover the cost of the conference. The Women’s Convention aims to award scholarships, ranging from waived admission to full travel and accommodations. Donate to our scholarship fund here or donate when your purchase your ticket. If you're interested in getting more information about scholarships, please click here.Why Wisconsin? We’re continuing to build on the success of the 2022 Women’s Convention by hosting it in Wisconsin for 2023 & 2024. Wisconsin is a vitally important state in 2024. Referred to as the incubator for our country’s tribal politics, many pundits think that Wisconsin is one of the states that will be both a deciding factor in the 2024 Presidential election and one that demonstrates the deep polarization that characterizes U.S. politics. With strong organizing, Wisconsin is flippable and Women’s March has the ability to make an impact on the outcome of the election. Women’s March has been making strategic interventions in Wisconsin since 2022, through both mobilizations and electoral strategies. The Women’s Convention will continue that investment with those women and communities who are the backbone and future of Wisconsin. We know that Women’s March belongs to our marchers and that they are the ones that make a change in whatever place they call home. We can support, connect, and amplify what they are doing and can do in their own backyards.Who will be there?The Women’s Convention will bring together over a thousand everyday women activists, allies, movement leaders, rising political stars that reflect our nation’s changing demographics, and thousands of new grassroots leaders who’ve organized in their communities and taken to the streets since January 2017. We hope to make this one of the largest convenings of its kind, and a unique opportunity for everyday women and our allies—from all backgrounds, and experiences—to learn together, share expertise, and unite around collective goals and strategies.What is the program? What can attendees expect? We are developing a program of workshops, strategy sessions, inspiring forums, and intersectional movement building based on the input, ideas, and efforts of organizers from our grassroots movements. Attendees—regardless of prior experience—can expect to be inspired, challenged, connected, and educated. The goal of the Women’s Convention is for participants to leave inspired and motivated, with new connections, skills, and strategies for working towards a collective feminist future. Visit www.thewomensconvention.com  for up-to-date programming information. Want to submit a workshop or idea for consideration? Visit www.thewomensconvention.com Where can I stay?Women's March has negotiated a limited amount of discounted room rates at the Hilton and Doubletree Hotels, both across the street from the convention center.  Visit www.thewomensconvention.com to book directly and take advantage of these rates.Will there be a live-stream?Yes. Selected events will be live-streamed. Are people of all faiths welcome?The Women’s Convention is open to people of all or no religious faiths. We will have space to accommodate for observance and prayer.Will the convention be accessible for disabled participants?Yes! We are working hard to make sure the convention is inclusive and accessible. The Baird Center is ADA-compliant.  If you have specific accessibility requests, please email accessibility@womensmarch.com, or visit our on-site help desk.  Refund PolicyAll ticket sales are final, but if you are unable to attend, you may transfer your ticket one time to another attendee.",https://www.eventbrite.com/o/womens-march-12198304570,https://www.eventbrite.com/e/the-womens-convention-2023-tickets-642295873247,Chicago
Tour N Taste,"August 06, 2023, 12:00 PM","August 06, 2023, 02:30 PM","22200 West 6 Mile Road, Norway, WI 53126","OWNER RANDY AND STAFF CORDIALLY INVITE YOU TO VISIT THEIR POPULAR LOCAL VINEYARD & WINERY! 
Savor up-scale award winning wines with a down-to-earth attitude. 
Spirits of Norway Vineyard was recognized in 2022 as the top 10 winery in Wisconsin by Choice Wineries.
Out of respect for neighbors, the Tour & Taste Experience is available (2) weekends per month April thru October, reservations required.
•	Enjoy a brief guided stroll  through a beautiful working vineyard. We say “We Grow Wine” because all wine starts in the vineyard. Spirits of Norway Vineyard is very well respected for growing the highest quality cold climate hybrid wine grapes. Naturally grown grapes create pure artisan wines.
•	The tour continues for a quick stop in the winery  where all our highly rated specialty wine is handcrafted in this boutique style winery. Our talented Wine Maker creates wines that are pure, artisanal and deliciously clean.
•	Next stop is the Tasting Room where it’s time to delight your senses with locally made, handcrafted, award winning wine. 
FEATURING:
o	Three(3) FREE tastings are included 
o	Complimentary small charcuterie featuring our signature cheeses, gluten free crackers, sausage, chocolate, and fresh fruit
o	You may also purchase additional tastings from our weekly flight board offerings. We offer your choice of red, white or mix n’ match flight board. You can also purchase bottles to go and join the exclusive V. I. P. Wine Club. 
This delightfully engaging experience starts at $20.00 per person, reservations are required, and availability is limited… so book now! All sales & reservations are final, no refunds.
The perfect atmosphere for :
•	a small group 
•	Anniversaries
•	Turning 40(or any age!) Birthday
•	engagement
•	wine night reunion
•	book club 
•	Holiday Weekend Fun!
•	or just plain CHEERS TO LOVE!
",https://www.eventbrite.com/o/spirits-of-norway-vineyard-33381754949,https://www.eventbrite.com/e/tour-n-taste-tickets-687980697787,Chicago
How to Grow Anything Free Masterclass,"August 06, 2023, 11:00 AM","August 06, 2023, 12:30 PM","Chicago Virtual Events, 160 E Pearson St Chicago, IL 60611","Now is a great time to sharpen up those gardening skills! In this virtual workshop, discover everything you need to make trees and shrubs a manageable investment. Our Guest host, A horticulturist and certified arborist, takes you through different landscapes, climates, and seasons to reveal strategies for shopping, planting, and caring for trees and shrubs like the experts. Also, as a follow up to this workshop, once we get back to 'normal' offline events, we will have more events/workshops on this gardening. In addition, we will have a Zoom session at the end of this event to mingle more.",Lets Grow!,https://www.eventbrite.com/e/how-to-grow-anything-free-masterclass-tickets-357896105887,Chicago
Achieving Optimal Health Conference 2023,"October 14, 2023, 09:00 AM","October 14, 2023, 01:00 PM","Georgetown University, Washington, DC 20057","This is YOUR chance to become ENERGIZED, EDUCATED and INSPIRED to take charge of your physical, mental and spiritual health. Each of us has the power to control our destiny as it relates to our own personal health, no matter where our health stands today.Learn to fuel your body better and create a life you loveReduce stress and maximize your brain healthExercise your mind and bodyCome and be inspired to make simple changes to your lifestyle that will benefit you for a lifetime.Registrants will receive access to all of the video archives. Saturday, October 14th 2023.This year's event times and speakers are still being finalized. We are working hard to bring you the best event yet.Warmly,Doro and TriciaSpeakers: To be announced.",https://www.eventbrite.com/o/bbr-wellness-8403929577,https://www.eventbrite.com/e/achieving-optimal-health-conference-2023-tickets-626461502217,DC
Copy of East Baltimore Walking Tour: Mapping the Reservation,"October 07, 2023, 10:00 AM","October 07, 2023, 11:30 AM","211 South Broadway, Baltimore, MD 21231","Ashley Minner, a community-based artist, scholar, and an enrolled member of the Lumbee Tribe of North Carolina, will lead walking tours based on her critical project, Mapping East Baltimore’s Reservation.Officially since 2005, Minner has been documenting the past and living heritage of the Lumbee American Indian community of East Baltimore, which migrated from the U.S. South (primarily North Carolina) to the Upper Fells Point and Washington Hill neighborhoods as part of the industrial boom of the mid-20th century. Once, a streetscape of primarily Lumbee-and-intertribally-owned and stewarded business, churches, centers, and cafes filled this area—also known as Baltimore’s “reservation.” Urban renewal in the 1970s decimated most of the physical markers of this community. Minner’s project aims to capture and archive this important period of Lumbee (as well as American Indian and Baltimore) cultural legacy.Join Pratt and Ashley for a walk of major points of Baltimore's ""reservation"". The walk will be about a mile long, and will leave from the South Broadway Baptist Church at 211 S Broadway, Baltimore, MD 21231. Please wear comfortable shoes and climate appropriate clothes.Join the Enoch Pratt Free Library and Maryland Humanities for an exploration of the book There, There by Tommy Orange. FREE copies of the book are available at branches on a first come, first served basis as sponsored by Maryland Humanities.",https://www.eventbrite.com/o/enoch-pratt-free-library-27676985151,https://www.eventbrite.com/e/copy-of-east-baltimore-walking-tour-mapping-the-reservation-tickets-680499411057,DC
East Baltimore Walking Tour: Mapping the Reservation,"September 09, 2023, 10:00 AM","September 09, 2023, 11:30 AM","211 South Broadway, Baltimore, MD 21231","Ashley Minner, a community-based artist, scholar, and an enrolled member of the Lumbee Tribe of North Carolina, will lead walking tours based on her critical project, Mapping East Baltimore’s Reservation.Officially since 2005, Minner has been documenting the past and living heritage of the Lumbee American Indian community of East Baltimore, which migrated from the U.S. South (primarily North Carolina) to the Upper Fells Point and Washington Hill neighborhoods as part of the industrial boom of the mid-20th century. Once, a streetscape of primarily Lumbee-and-intertribally-owned and stewarded business, churches, centers, and cafes filled this area—also known as Baltimore’s “reservation.” Urban renewal in the 1970s decimated most of the physical markers of this community. Minner’s project aims to capture and archive this important period of Lumbee (as well as American Indian and Baltimore) cultural legacy.Join Pratt and Ashley for a walk of major points of Baltimore's ""reservation"". The walk will be about a mile long, and will leave from the South Broadway Baptist Church at 211 S Broadway, Baltimore, MD 21231. Please wear comfortable shoes and climate appropriate clothes.Join the Enoch Pratt Free Library and Maryland Humanities for an exploration of the book There, There by Tommy Orange. FREE copies of the book are available at branches on a first come, first served basis as sponsored by Maryland Humanities.",https://www.eventbrite.com/o/enoch-pratt-free-library-27676985151,https://www.eventbrite.com/e/east-baltimore-walking-tour-mapping-the-reservation-tickets-680493212517,DC
UPRISING TOGETHER,"July 30, 2023, 01:00 PM","July 30, 2023, 05:00 PM","3376 Motor Avenue, Los Angeles, CA 90034","U﻿PRISING TOGETHERHow Can We Solve The Problem When We Are The Problem?Why our strategy to stop climate change is doomed, and what we must do now to avoid the same fate.Featured Speaker:  Larry Kopald is not a Futurist. He is an Immediest. He has shifted from being an Optimist to being a Possiblest, and feels the shift both liberating and powerful as it has led to greater focus on how humanity can best use what may be our last chance to heal the planet.Larry brings a unique blend of experience to the discussion, having helped create some of the world's biggest brands and companies while also serving on the boards of some of the world's biggest environmental organizations. Currently he runs The Carbon Underground, serves on the boards of Climate Resolve, Eat Just, the World Economic Forum's Carbon and Technology Committee, and is a Senior Fellow at USC's Marshall School of Business focusing on Social Entrepreneurship. *﻿******This is meant to be an interactive event. Please help us in advance by answering the survey questions after registration to help make it more immediate and relevant to the audience.SAMPLE QUESTION:From the following list of critical global issues, select the TOP FIVE on their level of importance to you PERSONALLY.Social JusticeRacial InequalityEconomic InequalityClimate ChangePlastic PollutionThe Threats To DemocracyIntolerance and WarAI and Social MediaT﻿hank you for your interest in joining us on July 30th. Please RSVP here on Eventbrite ASAP by July 25th. Your $20 suggested contribution will help us cover room use and staff to help us set up and break down. We will also provide water, tea, coffee and snacks... Feel free to bring your own lunch & a refillable cup, so we don’t have any single-use plastics that are destroying our oceans. We look forward to seeing you on July 30th!
",https://www.eventbrite.com/o/uprising-together-68172066253,https://www.eventbrite.com/e/uprising-together-tickets-677379790187,LA
The Heat is On: A Climate Conversation & Screening Series,"August 13, 2023, 03:00 PM","August 13, 2023, 05:30 PM","Lincoln Heights, Los Angeles, CA 90031","Scientists are saying that July's heat is likely the hottest Earth has been in about 120,000 years, easily the hottest of human civilization.  The extreme heatwaves this past month aren't just happening in Los Angeles, they are taking place across the world and breaking records. Join us for a thought-provoking afternoon as we present ""The Heat is On: A Climate Conversation & Screening Series”, a specially curated pop-up screening event aimed at raising awareness about global boiling and eco-anxiety. This event brings 3 impactful short films that delve into the lens of our climate crisis, inspiring us to reflect on our relationship with the planet, while joining in positive action with community! Screening will be followed by a talkback panel with Director Ken Kwek and Climate Therapist Lauren Traitz - moderated by Elizabeth Lazan. Come join us in conversation in how we can support ourselves, each other and our planet in a climate changing world.F﻿ILMS:A Closed System - This sci-fi coming-of-age animation of a child growing up in a climate-changed world of an ecological crisis. An animation by award-winning director Ken Kwek, produced by Eko Pictures, Zarch Collaboratives and Robot Playground Media.Poles Apart - In a harsh Arctic landscape, a hungry and solitary polar bear has to decide if a naïve Canadian grizzly bear is her food or her friend. Winner of the BAFTA for Best Short Animation. Written and Directed by Paloma Baeza.Everything Wrong and Nowhere to Go - Exploring the field of “climate psychology,” the film is a candid and comedic self-portrait in which the filmmaker turns the camera on herself and goes in search of a cure for her crippling climate anxiety.Light beverages and ice-cream supported by Wanderlust Creamery (vegan and gluten-free flavors available)SCHEDULE:3pm		  Event Starts3.15pm  Screening 3.50pm	Q+A Talkback4.15pm	Discussion + Networking5﻿.30pm.   Thank you for coming!*event is indoors, with a/c  *exact address sent upon RSVP*﻿this event is free to attend (suggested donation of $15 )----A﻿BOUT THE ORGANIZERS Produced by Wildlife Conservationist / Co-Founder of The Singapore Eco Film Festival, Adeline Seah and Actor, Host, Eco-Mindfulness Facilitator, Elizabeth Lazan. Adeline and Elizabeth have roots in Singapore, but now call Los Angeles home.  Adeline earned her Ph.D. at the California Institute of Technology. Her research includes conservation genetics and portable molecular diagnostics to monitor biodiversity and help combat illegal wildlife trade. She is currently the Conservation Science Manager at the Turtle Conservancy. Elizabeth is an Actor and Storyteller in Ecology & Mindfulness. She trained at UCLA Mindful Awareness Research Centre and Schumacher College Engaged Ecology MA module. She creates nature-centered concepts for film, climate-sustainable brands and organizations, most notably speaking at The United Nations (BKK) for the inaugural Green Summit.",https://www.eventbrite.com/o/adeline-seah-68983164473,https://www.eventbrite.com/e/the-heat-is-on-a-climate-conversation-screening-series-tickets-685404773127,LA
